items,price,qty,time,message_id,email,purchase_keys__extid
"[{'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 44}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 79}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 71}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 8}]",500777,202,"Mon, 05 Apr 2021 21:27:35 -0400",,charlie.killian@bytecode.io,c2550f2c35a58ea5556f1d33
"[{'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 54}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 40}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 93}]",709813,187,"Mon, 05 Apr 2021 21:27:35 -0400",,john.marshall@bytecode.io,20585e65bec2eb004b20ade0
"[{'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 91}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 23}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 98}]",842111,212,"Mon, 05 Apr 2021 21:27:35 -0400",,joyce.schiffer@bytecode.io,71e0e37fa404ece023c922e7
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 15}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 95}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 98}]",865307,208,"Mon, 05 Apr 2021 21:27:34 -0400",,scott.coleman@bytecode.io,cd4f71068cf9b289a9ecabb2
"[{'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 33}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 60}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 69}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 28}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 13}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 1}]",559656,204,"Mon, 05 Apr 2021 21:27:34 -0400",,cynthia.homan@bytecode.io,0745fc7f9fc0eaff1a97fe3b
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 29}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 25}]",52875,54,"Mon, 05 Apr 2021 21:27:33 -0400",,cynthia.homan@bytecode.io,229bf0cf36cc223e9428920c
"[{'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 62}]",185938,62,"Mon, 05 Apr 2021 21:27:33 -0400",,chevy.williams@bytecode.io,9c3bc1e688c96ddc27401c06
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 98}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 94}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 5}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 44}]",667157,241,"Mon, 05 Apr 2021 21:27:32 -0400",,joyce.schiffer@bytecode.io,95d57ac58e87df08b2310312
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 43}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 98}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 3}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 91}]",1005065,235,"Mon, 05 Apr 2021 21:27:32 -0400",,scott.coleman@bytecode.io,aabdcd47a1bbe8d0179c8588
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 18}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 66}]",133734,84,"Mon, 05 Apr 2021 21:27:32 -0400",,carolyn.cook@bytecode.io,3b9c9ce7f95b49a61accf1f5
"[{'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 99}]",296901,99,"Mon, 05 Apr 2021 21:27:31 -0400",,kevin.koshinski@bytecode.io,be1f7ff1d26093a92a53b494
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 48}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 44}]",316708,92,"Mon, 05 Apr 2021 21:27:31 -0400",,carolyn.cook@bytecode.io,908732860fb22b05080b862a
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 51}]",5100,51,"Mon, 05 Apr 2021 21:27:31 -0400",,john.marshall@bytecode.io,4cf22fbe0bc6d30e9ba70a59
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 42}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 73}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 95}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 36}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 70}]",1077520,316,"Mon, 05 Apr 2021 21:27:30 -0400",,peter.begle@bytecode.io,574d22b6cd9d9073eb4fa6df
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 68}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 1}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 49}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 34}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 33}]",309083,185,"Mon, 05 Apr 2021 21:27:30 -0400",,craig.macrae@bytecode.io,b1848b84c41b34b5b5f2f629
"[{'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 59}]",176941,59,"Mon, 05 Apr 2021 21:27:30 -0400",,amanda.kuelker@bytecode.io,fc9b5f67de2be7bad805ad4a
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 3}]",300,3,"Mon, 05 Apr 2021 21:27:29 -0400",,charlie.killian@bytecode.io,179b53bcd8f6ceff2aa92dd3
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 23}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 77}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 28}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 52}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 100}]",685120,280,"Mon, 05 Apr 2021 21:27:29 -0400",,mark.doucette@bytecode.io,9fa9ee3f636c96d1a4d4ad7b
"[{'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 24}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 22}]",68378,46,"Mon, 05 Apr 2021 21:27:28 -0400",,joyce.schiffer@bytecode.io,94cdd72f675a45fd1c5497d9
"[{'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 93}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 67}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 21}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 25}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 87}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 40}]",892534,333,"Mon, 05 Apr 2021 21:27:28 -0400",,gabi.freire@bytecode.io,afcd246b893f24e547044a4e
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 98}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 52}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 41}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 8}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 95}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 11}]",935636,305,"Mon, 05 Apr 2021 21:27:28 -0400",,amanda.kuelker@bytecode.io,91c7356ba0a8355f795b2705
"[{'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 86}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 9}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 33}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 54}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 31}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 8}]",697488,221,"Mon, 05 Apr 2021 21:27:27 -0400",,charlie.killian@bytecode.io,5fbfc63e8f519b45131a719b
"[{'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 45}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 10}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 64}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 100}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 30}]",687215,249,"Mon, 05 Apr 2021 21:27:27 -0400",,peter.begle@bytecode.io,95570e231fffc864a9dd4837
"[{'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 19}]",75981,19,"Mon, 05 Apr 2021 21:27:26 -0400",,kevin.koshinski@bytecode.io,6151ee82db60001efbbc3c25
"[{'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 96}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 72}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 4}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 33}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 47}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 20}]",649400,272,"Mon, 05 Apr 2021 21:27:25 -0400",,amanda.kuelker@bytecode.io,be2bc2e3e98875f677ee7e19
"[{'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 29}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 99}, {'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 54}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 26}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 20}]",375171,228,"Mon, 05 Apr 2021 21:27:25 -0400",,cynthia.homan@bytecode.io,d4d9a9ba5da7508ac667dd9c
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 4}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 17}]",106379,21,"Mon, 05 Apr 2021 21:27:24 -0400",,kevin.koshinski@bytecode.io,2bf64832bdc388cf4531d8f4
"[{'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 79}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 88}]",412833,167,"Mon, 05 Apr 2021 21:27:24 -0400",,charlie.killian@bytecode.io,baecbc579e997eec1c0a67cd
"[{'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 91}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 16}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 22}]",414093,129,"Mon, 05 Apr 2021 21:27:24 -0400",,kevin.koshinski@bytecode.io,3a1ece6126621c408ff88cea
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 67}, {'id': 456, 'title': 'pants', 'price': 2999, 'url': 'https://bytecode.io', 'qty': 61}, {'id': 123, 'title': 'bytecode swag', 'price': 100, 'url': 'https://bytecode.io', 'qty': 8}, {'id': 789, 'title': 'dress', 'price': 3999, 'url': 'https://bytecode.io', 'qty': 27}, {'id': 987, 'title': 'hat', 'price': 1999, 'url': 'https://bytecode.io', 'qty': 50}, {'id': 321, 'title': 'cowboy hat', 'price': 5999, 'url': 'https://bytecode.io', 'qty': 70}]",885225,283,"Mon, 05 Apr 2021 21:27:23 -0400",,carolyn.cook@bytecode.io,f2e177d9f678f73d7e8b43ae
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 91}]",100009,91,"Mon, 05 Apr 2021 21:27:23 -0400",,mark.doucette@bytecode.io,88a007a274fb200b799c368a
"[{'id': 654, 'title': 'socks', 'price': 1099, 'url': 'https://bytecode.io', 'qty': 63}]",69237,63,"Mon, 05 Apr 2021 21:27:22 -0400",,kevin.koshinski@bytecode.io,eefa675ac6eeafc78d12f755
